활동 종류,날짜,즐겨찾기,제목,거리,칼로리,시간,평균 심박,최대심박,유산소 훈련 효과,평균 수영 케이던스,최고 수영 케이던스,평균 페이스,최대 페이스,총 상승,총 하강,평균 보폭,평균 수직 비율,평균 수직 진동,평균 지면 접촉 시간,평균 GAP,평균 수영 케이던스,최고 수영 케이던스,Normalized Power® (NP®),Training Stress Score®,최대 평균파워(20분),평균 파워,최대 파워,총 스트로크,평균 Swolf,평균 스트로크 속도,걸음,총 반복 횟수,총 세트,바디 배터리 방전,최저 온도,감압,최고 랩 기록,랩 수,최고 온도,평균 응답,최소 응답,최대 응답,평균 스트레스,최대 스트레스,이동 시간,경과 시간,최저 해발,최고 해발
트레드밀 러닝,2025-07-18 18:47:44,false,"트레드밀 러닝","3.50","207","00:18:32","135","142","2.2","183","192","5:18","4:49","--","--","1.03","7.8","8.0","240","--","--","--","297","0.0","--","292","331","--","--","--","3,394","--","--","-4","--","아니오","00:02:56.1","4","--","--","--","--","--","--","00:18:21","00:18:32","--","--"
근력 훈련,2025-07-18 18:06:25,false,"근력 훈련","0.00","197","00:40:54","95","133","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","26","13","1","-3","--","아니오","00:40:54","1","--","--","--","--","--","--","00:40:54","00:40:54","--","--"
풀 수영,2025-07-18 07:05:11,false,"풀 수영","875","417","00:45:16","128","191","2.8","--","--","2:22","1:03","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","500","50","24","--","--","--","--","--","아니오","00:00:03.8","41","--","--","--","--","--","--","00:20:41","00:46:42","--","--"
트레드밀 러닝,2025-07-17 18:44:11,false,"트레드밀 러닝","5.50","285","00:30:34","125","135","1.9","180","192","5:33","4:59","--","--","0.99","8.0","7.9","251","--","--","--","284","0.0","--","279","324","--","--","--","5,472","--","--","--","--","아니오","00:02:34.9","6","--","--","--","--","--","--","00:30:32","00:30:34","--","--"
근력 훈련,2025-07-17 18:11:05,false,"근력 훈련","0.00","172","00:32:42","98","141","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","20","10","1","--","--","아니오","00:32:42","1","--","--","--","--","--","--","00:32:42","00:32:42","--","--"
근력 훈련,2025-07-16 13:12:26,false,"근력 훈련","0.00","49","00:04:24.7","132","153","0.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","10","5","1","--","--","아니오","00:04:24.7","1","--","--","--","--","--","--","00:04:24.7","00:04:24.7","--","--"
트레드밀 러닝,2025-07-16 12:36:30,false,"트레드밀 러닝","7.01","395","00:35:08","138","154","2.7","188","206","5:01","4:00","--","--","1.06","7.4","7.8","231","--","--","--","310","0.0","--","307","407","--","--","--","6,594","--","--","-4","--","아니오","00:00:02.7","8","--","--","--","--","--","--","00:34:49","00:35:08","--","--"
근력 훈련,2025-07-15 13:10:19,false,"근력 훈련","0.00","29","00:02:40.9","129","141","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","아니오","00:02:40.9","1","--","--","--","--","--","--","00:02:40.9","00:02:40.9","--","--"
트레드밀 러닝,2025-07-15 12:34:49,false,"트레드밀 러닝","7.01","399","00:34:57","140","150","2.8","189","202","4:59","4:30","--","--","1.06","7.3","7.8","230","--","--","--","311","0.0","--","308","353","--","--","--","6,604","--","--","-5","--","아니오","00:00:01.8","8","--","--","--","--","--","--","00:34:40","00:34:57","--","--"
실내 자전거타기,2025-07-15 08:03:44,false,"실내 자전거타기","11.91","338","00:41:05","105","117","1.4","--","--","17.4","23.9","--","--","--","--","--","--","--","66","79","116","16.5","121","114","190","2716","--","--","--","--","--","--","26.0","아니오","00:41:05","1","30.0","24","16","31","--","--","00:40:50","00:46:41","--","--"
트레드밀 러닝,2025-07-14 17:30:47,false,"트레드밀 러닝","8.50","447","00:44:55","131","140","2.3","184","191","5:17","4:50","--","--","1.02","7.8","8.0","241","--","--","--","295","0.0","--","294","334","--","--","--","8,220","--","--","-3","--","아니오","00:02:54.0","9","--","--","--","--","--","--","00:44:53","00:44:56","--","--"
풀 수영,2025-07-14 07:08:18,false,"풀 수영","925","388","00:42:31","124","156","2.4","--","--","1:52","1:03","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","427","40","25","--","--","--","--","--","아니오","00:00:16.3","25","--","--","--","--","--","--","00:17:17","00:42:44","--","--"
실내 자전거타기,2025-07-13 08:04:20,false,"실내 자전거타기","12.60","394","00:54:15","110","129","1.6","--","--","13.9","21.0","--","--","--","--","--","--","--","62","77","102","16.8","103","98","206","3332","--","--","--","--","--","--","31.0","아니오","00:54:15","1","32.0","24","15","30","--","--","00:53:13","00:54:15","--","--"
실내 자전거타기,2025-07-13 07:28:18,false,"실내 자전거타기","6.05","224","00:31:04","106","119","1.0","--","--","11.7","17.7","--","--","--","--","--","--","--","65","84","100","9.1","103","98","204","2023","--","--","--","--","--","--","29.0","아니오","00:31:04","1","31.0","24","17","32","--","--","00:31:04","00:31:04","--","--"
러닝,2025-07-12 08:28:36,false,"러닝","0.19","15","00:01:16.4","137","146","0.2","165","186","6:46","5:42","--","4","0.87","8.6","7.5","254","6:30","--","--","254","0.0","--","235","297","--","--","--","224","--","--","--","--","아니오","00:01:16.4","1","--","--","--","--","--","--","00:01:16.4","00:01:16.4","--","4"
러닝,2025-07-12 08:27:11,false,"러닝","0.12","11","00:00:47.3","151","155","0.3","131","190","6:47","4:43","--","--","1.00","7.8","7.6","241","6:20","--","--","269","0.0","--","213","369","--","--","--","120","--","--","--","--","아니오","00:00:47.3","1","--","--","--","--","--","--","00:00:46","00:00:55.9","--","--"
러닝,2025-07-12 08:19:50,false,"러닝","1.22","90","00:07:01.1","150","164","2.0","184","198","5:46","4:27","--","--","0.98","7.8","7.7","240","5:31","--","--","302","0.0","--","295","381","--","--","--","1,302","--","--","-1","--","아니오","00:01:07.0","2","--","--","--","--","--","--","00:06:54","00:07:01.1","-4","5"
러닝,2025-07-12 05:57:58,false,"러닝","20.30","1,458","02:01:48","145","162","4.1","183","198","6:00","5:03","15","9","0.94","7.9","7.4","242","5:47","--","--","280","0.0","--","273","347","--","--","--","22,336","--","--","-16","--","아니오","00:01:54.7","21","--","--","--","--","--","--","01:59:02","02:07:36","--","10"
근력 훈련,2025-07-11 19:32:22,false,"근력 훈련","0.00","123","00:24:29","95","119","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","8","4","1","-1","--","아니오","00:24:29","1","--","--","--","--","--","--","00:24:29","00:24:29","--","--"
트레드밀 러닝,2025-07-11 12:20:52,false,"트레드밀 러닝","6.46","384","00:33:59","137","160","2.8","184","194","5:16","4:47","--","--","1.04","7.6","7.9","236","--","--","--","300","0.0","--","294","337","--","--","--","6,238","--","--","-5","--","아니오","00:02:57.6","7","--","--","--","--","--","--","00:33:16","00:33:59","--","--"
풀 수영,2025-07-11 07:10:57,false,"풀 수영","650","355","00:39:37","123","169","2.3","--","--","1:48","0:41","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","287","38","25","--","--","--","--","--","아니오","00:00:03.6","41","--","--","--","--","--","--","00:11:41","00:40:48","--","--"
실내 자전거타기,2025-07-10 06:56:21,false,"실내 자전거타기","6.71","211","00:25:10","107","149","1.1","--","--","16.0","21.8","--","--","--","--","--","--","--","66","91","121","10.9","119","117","264","1660","--","--","--","--","--","--","29.0","아니오","00:25:10","1","31.0","26","18","34","--","--","00:25:10","00:25:10","--","--"
트레드밀 러닝,2025-07-09 12:20:59,false,"트레드밀 러닝","6.60","389","00:35:06","138","159","2.6","181","210","5:19","3:43","--","--","1.05","7.5","7.8","234","--","--","--","306","0.0","--","290","433","--","--","--","6,322","--","--","-4","--","아니오","00:04:32.4","7","--","--","--","--","--","--","00:33:31","00:35:06","--","--"
풀 수영,2025-07-09 07:18:47,false,"풀 수영","700","316","00:33:26","124","158","2.2","--","--","1:57","0:14","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","311","40","23","--","--","--","--","--","아니오","00:00:06.7","45","--","--","--","--","--","--","00:13:37","00:33:33","--","--"
풀 수영,2025-07-09 07:08:07,false,"풀 수영","100","100","00:10:12","120","144","1.4","--","--","10:12","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","아니오","00:00:02.6","3","--","--","--","--","--","--","00:00:00","00:10:22","--","--"
근력 훈련,2025-07-08 19:32:47,false,"근력 훈련","0.00","95","00:13:01","110","137","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","10","5","1","-1","--","아니오","00:13:01","1","--","--","--","--","--","--","00:13:01","00:13:01","--","--"
트레드밀 러닝,2025-07-08 18:42:48,false,"트레드밀 러닝","9.03","450","00:48:11","128","145","2.2","182","195","5:20","4:43","--","--","1.03","7.9","8.1","242","--","--","--","294","0.0","--","291","339","--","--","--","8,756","--","--","-6","--","아니오","00:00:08.4","10","--","--","--","--","--","--","00:47:51","00:48:11","--","--"
실내 자전거타기,2025-07-08 06:58:50,false,"실내 자전거타기","4.21","128","00:15:11","--","--","0.7","--","--","16.6","22.4","--","--","--","--","--","--","--","71","91","123","6.7","--","117","213","1071","--","--","--","--","--","--","29.0","아니오","00:15:11","1","30.0","--","--","--","--","--","00:15:05","00:15:11","--","--"
근력 훈련,2025-07-07 18:25:26,false,"근력 훈련","0.00","68","00:11:02","103","122","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","24","12","1","--","--","아니오","00:11:02","1","--","--","--","--","--","--","00:11:02","00:11:02","--","--"
트레드밀 러닝,2025-07-07 18:06:15,false,"트레드밀 러닝","3.01","166","00:15:20","132","142","2.0","184","196","5:06","4:44","--","--","1.07","7.3","7.9","231","--","--","--","309","0.0","--","301","336","--","--","--","2,824","--","--","-2","--","아니오","00:00:01.8","4","--","--","--","--","--","--","00:14:51","00:15:20","--","--"
풀 수영,2025-07-07 07:09:19,false,"풀 수영","450","243","00:41:28","101","135","0.9","--","--","2:33","0:53","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","266","53","23","--","--","--","--","--","아니오","00:00:05.3","25","--","--","--","--","--","--","00:11:27","00:41:33","--","--"
러닝,2025-07-06 09:38:25,false,"러닝","5.01","362","00:29:36","146","158","3.0","184","193","5:55","5:15","43","44","0.92","8.2","7.5","247","5:53","--","--","279","0.0","--","274","340","--","--","--","5,446","--","--","-6","--","아니오","00:00:02.3","6","--","--","--","--","--","--","00:29:31","00:31:25","15","56"
도로 사이클링,2025-07-06 07:26:57,false,"도로 사이클링","52.64","1,248","01:54:00","136","158","3.8","--","--","27.7","58.0","491","499","--","--","--","--","--","84","117","186","123.9","199","160","552","8490","--","--","--","--","--","--","27.0","아니오","00:05:47.3","11","30.0","31","22","42","--","--","01:53:54","01:54:41","10","56"
러닝,2025-07-06 06:38:33,false,"러닝","5.02","344","00:30:15","134","145","2.5","186","196","6:02","5:34","10","8","0.89","8.2","7.3","247","6:01","--","--","264","0.0","--","261","314","--","--","--","5,636","--","--","-8","--","아니오","00:00:06.4","6","--","--","--","--","--","--","00:30:03","00:30:15","25","35"
풀 수영,2025-07-05 09:08:09,false,"풀 수영","1,500","361","00:36:40","125","142","2.2","--","--","2:26","1:59","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","861","51","24","--","--","--","--","--","아니오","00:00:06.5","2","--","--","--","--","--","--","00:36:33","00:36:55","--","--"
실내 자전거타기,2025-07-05 07:20:50,false,"실내 자전거타기","15.92","533","01:01:49","112","131","2.2","--","--","15.5","25.1","--","--","--","--","--","--","--","66","99","125","30.3","129","121","334","4072","--","--","--","--","--","--","28.0","아니오","01:01:49","1","33.0","25","19","32","--","--","01:01:33","01:01:49","--","--"
러닝,2025-07-04 09:32:25,false,"러닝","14.01","968","01:28:08","137","163","3.2","186","203","6:18","4:26","32","31","0.85","8.5","7.2","251","6:18","--","--","264","0.0","--","259","444","--","--","--","16,348","--","--","-8","--","아니오","00:00:01.6","15","--","--","--","--","--","--","01:28:00","01:28:08","23","38"
풀 수영,2025-07-04 07:20:11,false,"풀 수영","175","178","00:35:25","93","124","0.4","--","--","1:46","0:56","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","51","34","17","--","--","--","--","--","아니오","00:00:04.5","21","--","--","--","--","--","--","00:03:05.3","00:35:30","--","--"
근력 훈련,2025-07-03 18:34:34,false,"근력 훈련","0.00","196","00:42:01","94","123","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","22","11","1","-3","--","아니오","00:42:01","1","--","--","--","--","--","--","00:42:01","00:42:01","--","--"
트레드밀 러닝,2025-07-03 18:09:57,false,"트레드밀 러닝","2.99","144","00:16:18","120","130","1.0","181","188","5:27","4:58","--","--","1.02","8.0","8.1","244","--","--","--","289","0.0","--","286","329","--","--","--","2,932","--","--","-2","--","아니오","00:05:17.3","3","--","--","--","--","--","--","00:16:08","00:16:18","--","--"
실내 자전거타기,2025-07-03 07:02:01,false,"실내 자전거타기","2.70","106","00:10:19","125","143","1.3","--","--","15.7","28.4","--","--","--","--","--","--","--","75","120","154","7.4","--","148","316","762","--","--","--","--","--","--","27.0","아니오","00:10:19","1","28.0","27","18","38","--","--","00:10:15","00:10:19","--","--"
트레드밀 러닝,2025-07-02 12:21:10,false,"트레드밀 러닝","8.01","439","00:36:01","145","169","3.2","196","250","4:30","2:57","--","--","1.13","6.8","7.6","214","--","--","--","343","0.0","--","334","479","--","--","--","6,912","--","--","-8","--","아니오","00:00:02.9","9","--","--","--","--","--","--","00:35:48","00:36:01","--","--"
풀 수영,2025-07-02 07:36:28,false,"풀 수영","100","93","00:14:37","98","122","0.4","--","--","2:06","1:24","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","47","43","22","--","--","--","--","--","아니오","00:00:04.6","10","--","--","--","--","--","--","00:02:06.3","00:14:43","--","--"
근력 훈련,2025-07-01 18:50:31,false,"근력 훈련","0.00","125","00:16:39","112","137","0.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","아니오","00:16:39","1","--","--","--","--","--","--","00:16:39","00:16:39","--","--"
트레드밀 러닝,2025-07-01 18:08:31,false,"트레드밀 러닝","7.01","376","00:37:08","130","145","2.3","184","196","5:18","4:41","--","--","1.03","7.8","8.0","240","--","--","--","296","0.0","--","293","342","--","--","--","6,810","--","--","-5","--","아니오","00:00:03.6","8","--","--","--","--","--","--","00:36:50","00:37:08","--","--"
실내 자전거타기,2025-07-01 06:58:36,false,"실내 자전거타기","3.54","116","00:12:08","122","135","1.3","--","--","17.5","30.0","--","--","--","--","--","--","--","77","104","142","7.4","--","136","261","938","--","--","--","--","--","--","27.0","아니오","00:12:08","1","28.0","28","22","33","--","--","00:12:08","00:12:08","--","--"
트레드밀 러닝,2025-06-30 18:44:32,false,"트레드밀 러닝","3.01","187","00:16:41","134","148","2.2","176","184","5:33","5:08","--","--","1.02","8.2","8.4","251","--","--","--","286","0.0","--","283","315","--","--","--","2,924","--","--","-3","--","아니오","00:00:01.7","4","--","--","--","--","--","--","00:16:33","00:16:41","--","--"
근력 훈련,2025-06-30 18:12:59,false,"근력 훈련","0.00","157","00:29:23","97","130","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","8","4","1","-2","--","아니오","00:29:23","1","--","--","--","--","--","--","00:29:23","00:29:23","--","--"
풀 수영,2025-06-30 07:19:12,false,"풀 수영","600","258","00:28:54","119","148","2.1","--","--","2:12","0:56","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","320","46","24","--","--","--","--","--","아니오","00:00:06.2","37","--","--","--","--","--","--","00:13:10","00:29:03","--","--"
러닝,2025-06-29 05:23:12,false,"러닝","24.02","1,635","02:10:27","149","177","4.5","185","214","5:26","3:31","59","56","0.99","7.7","7.6","236","5:31","--","--","301","0.0","--","291","517","--","--","--","24,106","--","--","-24","--","아니오","00:00:05.3","25","--","--","--","--","--","--","02:07:30","02:40:08","24","54"
풀 수영,2025-06-28 09:12:12,false,"풀 수영","1,050","258","00:25:32","124","149","2.2","--","--","2:18","0:57","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","574","48","24","--","--","--","--","--","아니오","00:00:05.5","4","--","--","--","--","--","--","00:24:12","00:25:57","--","--"
실내 자전거타기,2025-06-28 07:56:34,false,"실내 자전거타기","8.28","388","00:42:50","113","128","2.1","--","--","11.6","20.1","--","--","--","--","--","--","--","69","99","131","22.9","134","128","244","2980","--","--","--","--","--","--","26.0","아니오","00:42:50","1","30.0","25","14","32","--","--","00:42:46","00:42:50","--","--"
트레드밀 러닝,2025-06-27 19:00:07,false,"트레드밀 러닝","4.70","220","00:25:23","119","127","1.4","180","192","5:24","4:47","--","--","1.03","7.9","8.1","244","--","--","--","293","0.0","--","289","330","--","--","--","4,560","--","--","-4","--","아니오","00:03:44.1","5","--","--","--","--","--","--","00:25:12","00:25:23","--","--"
근력 훈련,2025-06-27 18:31:20,false,"근력 훈련","0.00","141","00:28:09","94","119","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","28","14","1","-3","--","아니오","00:28:09","1","--","--","--","--","--","--","00:28:09","00:28:09","--","--"
풀 수영,2025-06-27 07:21:43,false,"풀 수영","450","156","00:28:02","94","143","0.5","--","--","2:03","0:51","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","233","44","25","--","--","--","--","--","아니오","00:00:11.7","29","--","--","--","--","--","--","00:09:15.4","00:28:11","--","--"
트레드밀 러닝,2025-06-26 12:12:50,false,"트레드밀 러닝","5.62","355","00:28:28","145","157","3.1","183","240","5:04","3:10","--","--","1.09","7.0","7.6","223","--","--","--","321","0.0","--","301","454","--","--","--","5,214","--","--","-5","--","아니오","00:04:17.3","6","--","--","--","--","--","--","00:26:56","00:28:28","--","--"
근력 훈련,2025-06-26 12:05:00,false,"근력 훈련","0.00","52","00:07:19.0","105","126","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","26","13","1","-1","--","아니오","00:07:19.0","1","--","--","--","--","--","--","00:07:19.0","00:07:19.0","--","--"
사이클링,2025-06-26 06:58:00,false,"MyWhoosh - Alcatraz AWOL","5.45","103","00:12:13","--","--","--","--","--","26.8","--","49","--","--","--","--","--","--","--","--","--","0.0","--","141","--","--","--","--","--","--","--","--","--","아니오","00:12:13","1","--","--","--","--","0","0","--:--:--","00:12:13","--","--"
트레드밀 러닝,2025-06-25 12:05:56,false,"트레드밀 러닝","7.06","423","00:35:20","141","163","3.1","186","217","5:00","3:32","--","--","1.07","7.4","7.9","231","--","--","--","316","0.0","--","307","444","--","--","--","6,574","--","--","-4","--","아니오","00:00:17.6","8","--","--","--","--","--","--","00:34:49","00:35:20","--","--"
풀 수영,2025-06-25 07:15:08,false,"풀 수영","600","239","00:30:48","112","143","2.0","--","--","2:15","0:51","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","310","47","23","--","--","--","--","--","아니오","00:00:06.9","36","--","--","--","--","--","--","00:13:32","00:30:53","--","--"
트레드밀 러닝,2025-06-24 12:03:08,false,"트레드밀 러닝","7.02","406","00:36:18","135","148","2.7","185","200","5:10","4:35","--","--","1.04","7.7","8.0","237","--","--","--","303","0.0","--","300","351","--","--","--","6,682","--","--","-7","--","아니오","00:00:05.0","8","--","--","--","--","--","--","00:36:05","00:36:18","--","--"
근력 훈련,2025-06-23 18:28:21,false,"근력 훈련","0.00","127","00:21:58","100","133","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","16","8","2","-2","--","아니오","00:21:58","1","--","--","--","--","--","--","00:21:42","00:21:58","--","--"
트레드밀 러닝,2025-06-23 18:07:28,false,"트레드밀 러닝","3.38","179","00:19:55","120","126","1.3","173","178","5:54","5:16","--","--","0.99","8.6","8.5","259","--","--","--","273","0.0","--","270","316","--","--","--","3,440","--","--","-3","--","아니오","00:00:30.8","5","--","--","--","--","--","--","00:19:40","00:19:55","--","--"
풀 수영,2025-06-23 07:09:33,false,"풀 수영","550","225","00:31:11","106","138","1.3","--","--","1:59","0:25","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","251","41","23","--","--","--","--","--","아니오","00:00:16.4","28","--","--","--","--","--","--","00:10:54","00:31:27","--","--"
도로 사이클링,2025-06-22 07:57:57,false,"도로 사이클링","39.12","963","01:12:25","152","167","4.2","--","--","32.4","45.5","192","190","--","--","--","--","--","86","118","207","97.6","206","199","469","6003","--","--","--","--","--","--","24.0","아니오","00:08:03.9","8","33.0","36","25","47","--","--","01:12:19","01:12:28","10","26"
멀티스포츠,2025-06-22 07:29:20,false,"멀티스포츠","54.44","1,835","02:29:20","--","173","5.0","--","--","21.9","--","321","326","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","아니오","--:--:--","5","--","--","--","--","--","--","--:--:--","02:29:20","15","38"
풀 수영,2025-06-21 09:12:47,false,"풀 수영","1,175","292","00:25:01","131","151","2.6","--","--","2:07","0:43","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","594","44","24","--","--","--","--","--","아니오","00:00:04.9","4","--","--","--","--","--","--","00:24:50","00:25:57","--","--"
실내 자전거타기,2025-06-21 07:42:41,false,"실내 자전거타기","17.29","458","00:48:09","118","136","2.3","--","--","21.5","32.2","--","--","--","--","--","--","--","77","108","139","29.2","144","136","278","3740","--","--","--","--","--","--","26.0","아니오","00:48:09","1","30.0","27","13","35","--","--","00:48:02","00:48:09","--","--"
트레드밀 러닝,2025-06-20 12:03:16,false,"트레드밀 러닝","5.57","340","00:26:26","148","160","3.1","194","202","4:45","4:31","--","--","1.09","7.0","7.6","222","--","--","--","323","0.0","--","321","339","--","--","--","5,108","--","--","-5","--","아니오","00:02:39.3","6","--","--","--","--","--","--","00:26:17","00:26:26","--","--"
풀 수영,2025-06-20 07:14:02,false,"풀 수영","575","282","00:29:39","124","165","2.3","--","--","2:00","0:49","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","285","42","25","--","--","--","--","--","아니오","00:00:16.3","26","--","--","--","--","--","--","00:11:32","00:29:48","--","--"
트레드밀 러닝,2025-06-19 18:14:59,false,"트레드밀 러닝","7.60","415","00:40:32","133","142","2.5","184","192","5:20","4:50","--","--","1.02","7.8","8.0","241","--","--","--","293","0.0","--","291","335","--","--","--","7,406","--","--","-6","--","아니오","00:03:10.2","8","--","--","--","--","--","--","00:40:11","00:40:32","--","--"
실내 자전거타기,2025-06-19 06:58:05,false,"실내 자전거타기","2.76","74","00:06:40.3","125","141","1.3","--","--","24.8","38.0","--","--","--","--","--","--","--","72","110","174","6.0","--","161","385","473","--","--","--","--","--","--","26.0","아니오","00:06:40.3","1","27.0","29","25","33","--","--","00:06:40","00:06:40.3","--","--"
트레드밀 러닝,2025-06-18 18:12:38,false,"트레드밀 러닝","6.08","357","00:30:01","143","164","3.1","188","216","4:56","3:30","--","--","1.08","7.4","7.8","228","--","--","--","322","0.0","--","312","446","--","--","--","5,638","--","--","-6","--","아니오","00:00:29.9","7","--","--","--","--","--","--","00:29:36","00:30:01","--","--"
풀 수영,2025-06-18 07:11:41,false,"풀 수영","425","176","00:29:06","100","135","0.9","--","--","2:24","1:01","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","216","49","21","--","--","--","--","--","아니오","00:00:16.2","24","--","--","--","--","--","--","00:10:14","00:29:13","--","--"
트레드밀 러닝,2025-06-17 19:03:25,false,"트레드밀 러닝","4.81","293","00:23:38","143","149","3.0","189","196","4:55","4:41","--","--","1.08","7.3","7.8","229","--","--","--","316","0.0","--","313","352","--","--","--","4,460","--","--","-4","--","아니오","00:03:58.0","5","--","--","--","--","--","--","00:23:27","00:23:38","--","--"
근력 훈련,2025-06-17 18:19:06,false,"근력 훈련","0.00","244","00:43:00","102","132","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","10","5","1","-2","--","아니오","00:43:00","1","--","--","--","--","--","--","00:43:00","00:43:00","--","--"
트레드밀 러닝,2025-06-16 18:08:35,false,"트레드밀 러닝","11.17","564","00:59:54","130","141","2.6","185","192","5:22","4:53","--","--","1.01","7.8","7.9","241","--","--","--","291","0.0","--","289","325","--","--","--","11,010","--","--","-9","--","아니오","00:00:51.6","12","--","--","--","--","--","--","00:59:38","01:03:10","--","--"
풀 수영,2025-06-16 07:07:03,false,"풀 수영","500","254","00:33:10","111","143","1.8","--","--","2:05","0:41","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","237","43","23","--","--","--","--","--","아니오","00:00:04.1","39","--","--","--","--","--","--","00:10:23","00:33:27","--","--"
